,元大巴西指數基金,元大商品指數期貨基金,元大標普500單日反向1倍基金,元大華夏中小基金,元大新中國基金-人民幣,元大新中國基金-新台幣,元大滬深300單日正向2倍基金,元大中國平衡基金-新台幣,元大新中國基金-美元,元大標智滬深300基金,元大上證50基金,元大台灣50單日反向1倍基金,元大亞太成長基金,元大全球公用能源效率基金-配息型,元大大中華價值指數基金-人民幣,元大全球公用能源效率基金-不配息型,元大中國平衡基金-人民幣,元大全球新興市場精選組合基金,元大美元貨幣市場基金-新台幣,元大大中華價值指數基金-新台幣,元大台商收成基金,元大大中華TMT基金-人民幣,元大新興亞洲基金,元大大中華TMT基金-新台幣,元大大中華價值指數基金-美元,元大高科技基金,元大台灣高股息基金,元大中國機會債券基金-人民幣（A）不配息,元大中國機會債券基金-人民幣（B）配息,元大卓越基金,元大巴菲特基金,元大新興印尼機會債券基金-人民幣,元大人民幣貨幣市場基金-人民幣,元大美元貨幣市場基金-美元,元大萬泰貨幣市場基金,元大得利貨幣市場基金,元大得寶貨幣市場基金,元大印度指數基金,元大中國機會債券基金-新台幣,元大亞太政府公債指數基金（A）-不配息型,元大亞太政府公債指數基金（B）-配息型,元大台灣中型100基金,元大新興印尼機會債券基金-新台幣配息,元大新興印尼機會債券基金-新台幣不配息,元大印度基金,元大人民幣貨幣市場基金-新台幣,元大台灣金融基金,元大經貿基金,元大台灣電子科技基金,元大多福基金,元大新興印尼機會債券基金-美金,元大台灣加權股價指數基金,元大台灣卓越50基金,元大摩臺基金,元大滬深300單日反向1倍基金,元大全球ETF穩健組合基金,元大富櫃50基金,元大2001基金,元大標普高盛原油ER指數股票型期貨信託基金,元大店頭基金,元大全球股票入息基金-美元配息,元大黃金期貨基金,元大全球股票入息基金-新台幣不配息,元大全球ETF成長組合基金,元大全球不動產證券化基金-人民幣,元大多多基金,元大全球股票入息基金-新台幣配息,元大新主流基金,元大全球不動產證券化基金-美元,元大全球地產建設入息基金-配息型,元大全球不動產證券化基金（A）-不配息型,元大全球地產建設入息基金-不配息型,元大標普500基金,元大全球不動產證券化基金（B）-配息型,元大全球農業商機基金,元大台灣50單日正向2倍基金,元大印尼指數基金,元大標普500單日正向2倍基金
2016-10-27,5.977,5.271,18.46,6.83,9.63,9.34,12.11,13.54,9.143,16.11,26.19,16.18,9.06,6.16,11.45,7.93,2.92,12.16,9.6299,15.04,22.85,10.54,9.79,9.76,10.86,12.75,23.68,10.6072,10.1325,42.5,24.6,12.0697,10.7281,10.0242,15.0036,16.1422,11.9024,8.821,10.1546,9.2088,8.0591,26.97,10.9802,11.4274,10.97,10.3036,13.98,29.71,31.68,52.95,11.361,20.605,72.64,33.76,18.31,14.14,11.7,55.29,18.68,7.46,8.784,7.72,9.32,9.82,10.83,17.03,8.95,20.73,10.272,6.22,11.44,7.72,20.15,8.3,16.15,25.54,9.463,20.94
2016-10-28,5.916,5.223,18.44,6.82,9.58,9.3,12.19,13.53,9.106,16.15,26.21,16.19,9.07,6.12,11.35,7.88,2.91,12.12,9.6307,14.931,22.87,10.5,9.75,9.73,10.781,12.64,23.72,10.6027,10.1282,42.34,24.48,11.9641,10.7289,10.0244,15.0037,16.1423,11.9025,8.86,10.1669,9.1939,8.0461,26.95,10.9019,11.346,11.05,10.3213,14.01,29.45,31.66,52.72,11.2794,20.608,72.82,33.83,18.25,14.15,11.56,54.7,18.4,7.37,8.769,7.76,9.3,9.81,10.79,16.97,8.94,20.59,10.251,6.21,11.42,7.71,20.07,8.28,16.21,25.49,9.447,20.93
2016-10-31,5.988,5.12,18.46,6.8,9.57,9.29,12.07,13.48,9.108,15.96,26.14,16.18,9.05,6.08,11.38,7.84,2.9,12.09,9.6131,14.95,22.87,10.48,9.73,9.71,10.815,12.6,23.76,10.6012,10.1267,42.21,24.37,11.9975,10.7313,10.0248,15.004,16.1427,11.9027,,10.157,9.1956,8.0476,26.94,10.9232,11.3681,,10.3149,13.99,29.36,31.59,52.62,11.3225,20.571,72.64,33.76,18.29,14.12,11.49,54.48,17.81,7.34,8.751,7.74,9.27,9.78,10.76,16.89,8.9,20.56,10.232,6.18,11.38,7.68,20.02,8.25,16.2,25.51,9.475,20.81
2016-11-01,5.759,5.112,18.59,6.84,9.61,9.33,12.19,13.55,9.151,16.0,26.24,16.19,9.09,6.09,11.47,7.85,2.92,12.07,9.6096,15.08,22.76,10.56,9.77,9.79,10.913,12.55,23.6,10.6007,10.1262,42.05,24.28,11.9625,10.7321,10.0249,15.0041,16.1428,11.9028,8.848,10.1592,9.1911,8.0437,26.81,10.8943,11.338,11.06,10.3183,13.97,29.23,31.57,52.55,11.2968,20.534,72.56,33.71,18.19,14.09,11.51,54.48,17.76,7.33,8.704,7.83,9.21,9.76,10.84,16.85,8.85,20.5,10.314,6.22,11.47,7.73,19.86,8.32,16.17,25.47,9.399,20.48
2016-11-02,,5.06,18.69,6.8,9.55,9.28,11.98,13.5,9.105,15.85,26.04,16.4,8.94,6.01,11.3,7.74,2.9,11.93,9.6086,14.86,22.37,10.44,9.64,9.68,10.756,12.18,23.17,10.6013,10.1268,40.95,23.58,11.9639,10.7329,10.0251,15.0042,16.1429,11.9029,8.715,10.1673,9.2118,8.0618,26.34,10.9037,11.3478,10.86,10.3267,13.88,28.25,31.05,50.87,11.308,20.225,71.59,33.25,18.34,14.06,11.17,52.88,17.43,7.08,8.629,7.96,9.13,9.71,10.7,16.39,8.78,19.76,10.188,6.13,11.33,7.61,19.72,8.21,16.22,24.82,9.404,20.24
2016-11-03,5.596,5.022,18.76,6.78,9.56,9.26,12.19,13.46,9.108,15.97,26.36,16.52,8.91,5.97,11.26,7.69,2.9,11.83,9.5795,14.756,22.14,10.42,9.56,9.63,10.712,12.09,22.96,10.6051,10.1304,40.49,23.25,11.9273,10.7337,10.0253,15.0043,16.143,11.903,8.65,10.1363,9.1797,8.0337,26.01,10.8333,11.2745,10.76,10.2923,13.79,28.04,30.77,50.81,11.2693,20.074,71.05,32.98,18.21,14.02,11.04,52.49,17.25,7.02,8.599,7.92,9.07,9.67,,16.3,8.72,19.72,,,,,19.62,,16.15,24.48,9.191,20.06
2016-11-04,5.599,4.988,18.78,6.73,9.52,9.21,12.16,13.41,9.063,15.93,26.3,16.57,8.83,5.96,11.26,7.68,2.89,11.77,9.5812,14.756,22.18,10.36,9.53,9.57,10.711,12.12,22.98,10.6079,10.1332,40.62,23.37,11.9144,10.7345,10.0255,15.0044,16.1431,11.9031,8.565,10.1364,9.1669,8.0225,26.04,10.8188,11.2594,10.57,10.2904,13.83,28.25,30.74,51.15,11.2524,20.069,71.06,32.97,18.27,14.01,11.02,52.61,17.08,7.02,8.559,7.93,9.03,9.64,10.6,16.37,8.68,19.85,10.088,6.03,11.18,7.49,19.57,8.11,16.08,24.32,9.231,19.97
2016-11-07,5.872,5.015,18.36,6.71,9.5,9.18,12.24,13.46,9.017,15.96,26.36,16.32,8.88,6.06,11.31,7.8,2.91,11.91,9.5957,14.802,22.42,10.39,9.67,9.58,10.728,12.29,23.17,10.6132,10.1382,41.27,23.71,11.9542,10.737,10.026,15.0047,16.1434,11.9033,8.626,10.1248,9.1722,8.0271,26.25,10.837,11.2784,10.69,10.2758,13.9,28.59,31.21,51.4,11.2549,20.356,72.12,33.42,18.24,14.06,11.07,53.4,17.35,7.07,8.654,7.77,9.15,9.73,10.71,16.58,8.79,20.01,10.153,6.1,11.27,7.58,20.04,8.17,16.17,25.04,9.27,20.95
2016-11-08,5.935,5.012,18.3,6.75,9.57,9.24,12.35,13.5,9.081,15.96,26.41,16.28,8.88,6.06,11.39,7.81,2.92,11.98,9.5922,14.89,22.5,10.42,9.73,9.6,10.796,12.21,23.36,10.6167,10.1415,41.12,23.62,12.0317,10.7378,10.0262,15.0048,16.1436,11.9034,8.737,10.1183,9.2097,8.06,26.39,10.8967,11.3405,10.77,10.2666,14.01,28.44,31.19,51.17,11.3212,20.422,72.34,33.54,18.18,14.07,11.0,52.93,17.44,7.01,8.679,7.74,9.17,9.74,10.77,16.6,8.81,19.92,10.206,6.13,11.32,7.62,20.11,8.21,16.23,25.23,9.499,21.06
2016-11-09,5.768,5.063,18.08,6.67,9.53,9.14,12.17,13.36,8.997,15.71,26.19,16.8,8.52,5.98,11.18,7.71,2.91,11.76,9.5778,14.516,21.76,10.32,9.47,9.44,10.541,11.67,22.58,10.6365,10.1445,39.69,22.69,11.9028,10.7386,10.0264,15.0049,16.1437,11.9035,8.536,10.0683,9.0827,7.9288,25.51,10.7022,11.1849,10.47,10.1973,13.64,27.36,30.14,49.61,11.1378,19.791,70.15,32.52,18.29,13.99,10.57,50.77,17.6,6.71,8.614,7.74,9.12,9.7,10.45,16.0,8.73,19.14,9.851,5.9,10.91,7.32,20.31,7.91,16.03,23.63,9.24,21.54
2016-11-10,5.342,5.074,18.06,6.74,9.6,9.25,12.48,13.5,9.066,16.0,26.54,16.33,8.81,6.05,11.37,7.8,2.93,11.81,9.6176,14.828,22.26,10.42,9.58,9.59,10.724,12.12,23.24,10.6085,10.1177,40.88,23.41,11.611,10.7394,10.0266,15.005,16.1438,11.9036,8.549,10.0891,8.9788,7.8381,26.26,10.4891,10.9623,10.51,10.2463,14.06,28.55,30.83,51.61,10.8712,20.288,71.69,33.24,18.13,14.01,10.99,52.36,17.47,7.01,8.593,7.71,9.13,9.76,10.87,16.56,8.75,20.0,10.251,6.2,11.4,7.71,20.46,8.26,15.87,24.92,9.094,21.76
2016-11-11,5.206,5.013,18.16,6.77,9.53,9.25,12.72,13.54,9.009,16.19,26.9,16.7,8.8,6.06,11.17,7.81,2.91,11.6,,14.684,21.41,10.3,9.44,9.55,10.548,11.81,22.62,10.5909,10.1009,40.15,23.02,11.5201,10.7402,,15.0051,16.1439,11.9036,8.304,10.1508,8.983,7.8418,25.65,10.4881,10.9611,10.18,10.3269,14.08,27.78,29.94,50.64,10.7976,19.842,70.01,32.45,18.05,14.04,10.85,51.23,17.06,6.86,8.555,7.46,9.15,9.78,10.97,16.33,8.77,19.54,10.356,6.27,11.6,7.79,20.6,8.4,15.79,23.72,8.739,21.8
2016-11-14,5.198,5.0,18.2,6.74,9.51,9.23,12.78,13.52,8.948,16.21,27.04,16.72,8.9,6.07,11.13,7.83,2.91,11.55,9.7279,14.628,21.27,10.27,9.33,9.52,10.46,11.8,22.58,10.5742,10.085,39.88,22.92,11.4233,10.7427,10.0273,15.0054,16.1443,11.9039,,10.1346,8.9038,7.7727,25.62,10.3997,10.8688,,10.3291,14.37,27.45,29.78,50.29,10.6571,19.8,69.89,32.38,18.05,14.04,10.73,50.91,16.89,6.81,8.501,7.43,9.14,9.81,11.16,16.28,8.75,19.39,10.49,6.37,11.8,7.92,20.72,8.55,15.87,23.63,8.439,21.86
2016-11-15,,5.073,18.0,6.74,9.57,9.24,12.63,13.49,8.978,16.1,26.71,16.76,8.8,6.08,11.19,7.84,2.92,11.51,9.7035,14.64,21.26,10.32,9.29,9.51,10.495,11.75,22.58,10.5896,10.0997,39.84,22.93,11.5891,10.7436,10.0274,15.0055,16.1444,11.904,8.083,10.097,8.8999,7.7692,25.62,10.4962,10.9697,9.82,10.2765,14.32,27.45,29.72,50.35,10.7826,19.78,69.75,32.32,18.07,14.05,10.7,50.98,17.55,6.81,8.584,7.45,9.21,9.83,11.11,16.32,8.81,19.47,10.412,6.35,11.69,7.89,20.74,8.46,15.97,23.52,8.479,22.12
2016-11-16,5.298,5.053,18.05,6.74,9.6,9.24,12.56,13.48,8.986,16.06,26.65,16.68,8.87,6.07,11.19,7.83,2.92,11.56,9.6969,14.594,21.34,10.38,9.31,9.54,10.468,11.83,22.69,10.5922,10.1022,40.03,23.05,11.6182,10.7444,10.0276,15.0056,16.1445,11.9041,8.086,10.0685,8.8713,7.7443,25.68,10.4903,10.9634,9.84,10.2458,14.35,27.55,29.85,50.62,10.784,19.847,69.98,32.43,18.13,14.04,10.69,51.23,17.47,6.83,8.581,7.45,9.2,9.81,11.09,16.34,8.8,19.58,10.375,6.34,11.64,7.88,20.72,8.43,16.0,23.72,8.674,21.99
2016-11-17,5.218,5.08,17.95,6.71,9.57,9.2,12.59,13.47,8.942,16.0,26.71,16.68,8.89,6.1,11.23,7.86,2.93,11.58,9.7032,14.613,21.37,10.32,9.32,9.47,10.476,11.81,22.59,10.5938,10.1037,40.0,23.01,11.6307,10.7452,10.0278,15.0057,16.1446,11.9042,8.051,10.0547,8.838,7.7151,25.66,10.4856,10.9586,9.85,10.2311,14.36,27.56,29.99,50.56,10.7724,19.904,70.38,32.59,18.14,14.05,10.68,51.21,17.54,6.82,8.597,7.41,9.22,9.8,11.05,16.32,8.83,19.54,10.31,6.36,11.57,7.9,20.79,8.38,15.93,23.78,8.691,22.21
2016-11-18,5.314,5.109,18.03,6.73,9.55,9.22,12.69,13.51,8.922,16.12,26.74,16.63,8.99,6.14,11.24,7.91,2.92,11.61,9.7466,14.706,21.46,10.32,9.35,9.52,10.495,11.96,22.79,10.5791,10.0897,40.29,23.15,11.6082,10.7461,10.028,15.0058,16.1448,11.9043,8.079,10.0905,8.8208,7.7001,25.81,10.5172,10.9916,9.84,10.2825,14.28,27.8,30.17,50.79,10.7569,19.929,70.35,32.61,18.17,14.07,10.78,51.58,17.67,6.88,8.579,7.35,9.24,9.81,10.97,16.38,8.85,19.67,10.238,6.39,11.54,7.94,20.91,8.36,15.97,23.9,8.705,22.28
2016-11-21,5.448,5.215,17.91,6.72,9.53,9.2,13.01,13.55,8.905,16.2,26.98,16.57,9.06,6.18,11.29,7.97,2.93,11.61,9.7439,14.762,21.51,10.31,9.33,9.5,10.539,11.97,22.91,10.5806,10.0911,40.42,23.23,11.5794,10.7486,10.0285,15.0061,16.1451,11.9045,7.923,10.0835,8.8218,7.701,25.92,10.4823,10.9551,9.57,10.2764,14.43,27.99,30.2,51.12,10.7246,20.001,70.54,32.69,17.99,14.12,10.79,51.77,18.25,6.91,8.642,7.36,9.31,9.86,11.12,16.46,8.91,19.81,10.377,6.48,11.69,8.06,21.01,8.47,16.0,24.03,8.625,22.48
2016-11-22,5.505,5.21,17.83,6.74,9.61,9.25,13.17,13.59,8.964,16.17,27.1,16.34,9.07,6.19,11.48,7.99,2.95,11.69,9.7273,14.956,21.73,10.39,9.43,9.55,10.696,12.08,23.19,10.5929,10.1029,40.84,23.52,11.5431,10.7495,10.0287,15.0063,16.1453,11.9046,7.986,10.0658,8.8052,7.6865,26.18,10.4189,10.8889,9.64,10.2472,14.48,28.34,30.55,51.74,10.6781,20.229,71.33,33.06,17.82,14.11,10.95,52.38,18.28,6.98,8.699,7.36,9.35,9.85,11.15,16.73,8.95,20.06,10.39,6.49,11.69,8.07,20.97,8.46,16.01,24.69,8.613,22.56
2016-11-23,5.437,5.248,17.82,6.71,9.6,9.17,13.33,13.53,8.904,16.32,27.18,16.28,9.0,6.16,11.57,7.95,2.96,11.63,9.7077,14.956,21.11,10.38,9.38,9.46,10.717,12.12,23.17,10.6204,10.1291,40.88,23.54,11.4864,10.7503,10.0289,15.0064,16.1454,11.9047,7.985,10.0114,8.7232,7.6149,25.52,10.2851,10.749,9.66,10.1659,14.06,28.42,29.73,51.75,10.5625,20.324,71.74,33.23,17.75,14.06,10.69,52.42,18.24,6.99,8.666,7.23,9.3,9.8,,16.72,8.9,20.06,,,,,20.98,,15.91,24.9,8.548,22.56
2016-11-24,5.4,,,6.71,9.56,9.16,13.36,13.59,8.88,16.53,27.22,16.34,9.05,6.18,11.54,7.97,2.97,11.62,,14.953,20.97,10.3,9.37,9.41,10.7,12.1,23.14,10.6081,10.1173,40.63,23.41,11.4602,10.7512,,15.0065,16.1455,11.9048,7.95,10.0257,8.7139,7.6068,25.56,10.2882,10.7522,9.64,10.193,14.23,28.21,29.52,51.34,10.55,20.249,71.34,33.09,17.74,,10.65,52.19,18.25,6.96,,,,,11.24,16.63,,19.93,10.425,6.53,11.72,8.12,,8.49,15.92,24.67,8.359,
2016-11-25,5.37,5.171,17.74,6.75,9.64,9.23,13.72,13.65,8.948,17.51,27.52,16.31,9.1,6.2,11.6,8.0,2.98,11.66,9.727,15.039,20.92,10.35,9.42,9.47,10.756,12.11,23.2,10.6049,10.1143,40.82,23.55,11.4475,10.752,10.0293,15.0066,16.1456,11.9049,8.136,10.0276,8.7308,7.6216,25.66,10.2819,10.7457,9.8,10.1989,14.37,28.37,29.46,51.56,10.5387,20.27,71.3,33.08,17.53,14.08,10.7,52.26,17.67,7.0,8.713,7.16,9.36,9.83,11.14,16.71,8.97,19.99,10.334,6.5,11.63,8.07,21.1,8.42,15.95,24.74,8.377,22.81
2016-11-28,5.502,5.215,17.8,6.78,9.62,9.2,13.82,13.68,8.961,17.96,27.58,16.19,9.11,6.22,11.64,8.02,2.99,11.65,9.6849,15.069,21.13,10.4,9.45,9.5,10.825,12.14,23.3,10.598,10.1077,41.0,23.63,11.4484,10.7546,10.0299,15.0069,16.146,11.9052,8.127,10.0034,8.7305,7.6213,25.79,10.2646,10.7275,9.78,10.1831,14.45,28.41,29.67,51.75,10.5672,20.416,71.9,33.35,17.49,14.03,10.77,52.31,17.97,7.03,8.712,7.23,9.32,9.79,11.28,16.74,8.93,20.1,10.492,6.52,11.75,8.1,20.92,8.51,15.97,25.07,8.329,22.53
2016-11-29,5.329,5.086,17.79,6.83,9.61,9.22,14.17,13.69,8.968,16.93,28.09,16.23,9.15,6.24,11.59,8.05,2.98,11.65,9.6899,15.047,21.14,10.4,9.44,9.52,10.803,12.14,23.16,10.5853,10.0956,40.99,23.6,11.4363,10.7554,10.0301,15.007,16.1461,11.9052,8.151,10.0173,8.7573,7.6447,25.77,10.2802,10.7439,9.76,10.2103,14.32,28.4,29.61,51.6,10.578,20.354,71.55,33.19,17.28,14.04,10.77,52.36,17.37,7.03,8.71,7.21,9.33,9.8,11.22,16.69,8.93,20.03,10.453,6.49,11.71,8.06,20.98,8.48,15.92,24.93,8.355,22.61
2016-11-30,5.446,5.279,17.83,6.82,9.61,9.23,13.82,13.66,8.96,16.68,27.87,16.19,9.11,6.27,11.62,8.09,2.97,11.71,9.712,15.108,21.18,10.42,9.48,9.55,10.823,12.08,23.31,10.5692,10.0803,40.9,23.56,11.4588,10.7563,10.0302,15.0071,16.1463,11.9053,8.228,10.0211,8.7465,7.6353,25.84,10.3197,10.7851,9.87,10.2298,14.34,28.31,29.69,51.5,10.5946,20.453,71.82,33.31,17.5,14.1,10.76,52.23,18.58,7.02,8.69,7.11,9.33,9.81,11.13,16.66,8.93,19.98,10.37,6.48,11.65,8.06,20.94,8.43,15.88,25.05,8.376,22.53
2016-12-01,5.112,5.338,17.89,6.86,9.6,9.27,13.96,13.71,8.999,16.83,28.0,16.13,9.16,6.3,11.61,8.12,2.97,11.71,9.7128,15.183,21.24,10.43,9.48,9.61,10.876,12.07,23.34,10.5287,10.0417,40.98,23.63,11.4343,10.7572,10.0304,15.0072,16.1464,11.9054,8.245,10.0357,8.7609,7.6479,25.88,10.3523,10.8192,9.8,10.2849,14.48,28.25,29.69,51.56,10.6275,20.512,71.99,33.38,17.38,14.1,10.7,52.16,18.88,6.99,8.689,7.07,9.32,9.81,11.18,16.62,8.93,20.0,10.472,6.56,11.76,8.15,20.89,8.52,15.84,25.2,8.515,22.41
2016-12-02,5.169,5.345,17.89,6.81,9.53,9.22,13.77,13.63,8.94,16.68,27.87,16.3,9.05,6.25,11.5,8.07,2.94,11.63,9.7225,15.065,21.1,10.33,9.4,9.54,10.781,11.9,23.07,10.5297,10.0426,40.57,23.41,11.4635,10.7581,10.0306,15.0073,16.1465,11.9055,8.162,10.0561,8.8011,7.6829,25.66,10.3992,10.8682,9.72,10.306,14.5,27.97,29.27,51.08,10.6652,20.341,71.24,33.02,17.53,14.12,10.56,51.65,19.17,6.93,8.72,7.13,9.37,9.84,11.23,16.45,8.97,19.82,10.523,6.57,11.83,8.17,20.88,8.57,15.9,24.6,8.655,22.39
2016-12-05,5.217,5.429,17.82,6.81,9.57,9.29,13.42,13.59,8.987,16.56,27.52,16.31,9.06,6.22,11.43,8.03,2.92,11.66,9.745,15.022,20.99,10.39,9.42,9.63,10.726,11.87,22.91,10.5218,10.0351,40.49,23.37,11.4866,10.7607,10.0312,15.0077,16.1469,11.9058,8.218,10.0829,8.8409,7.7177,25.49,10.4557,10.9273,9.82,10.3438,14.44,27.9,29.25,50.82,10.6991,20.291,71.09,32.94,17.79,14.19,10.62,51.62,19.43,6.94,8.758,7.11,9.43,9.88,11.07,16.42,9.03,19.72,10.392,6.51,11.71,8.09,21.13,8.48,16.01,24.58,8.72,22.74
2016-12-06,5.332,5.394,17.75,6.78,9.57,9.25,13.34,13.53,8.962,16.52,27.4,16.12,9.12,6.25,11.54,8.06,2.92,11.71,9.7321,15.096,21.21,10.39,9.45,9.58,10.794,12.0,23.13,10.5327,10.0455,41.04,23.69,11.6617,10.7616,10.0314,15.0078,16.147,11.9059,8.26,10.0463,8.8355,7.7129,25.69,10.5656,11.0422,9.86,10.2964,14.52,28.13,29.59,51.52,10.8261,20.511,71.89,33.31,17.79,14.22,10.75,52.05,19.16,7.03,8.791,7.07,9.45,9.92,11.2,16.67,9.05,20.03,10.479,6.53,11.79,8.11,21.12,8.54,16.08,25.23,8.804,22.8
2016-12-07,5.386,5.306,17.53,6.78,9.61,9.26,13.37,13.51,8.988,16.45,27.4,16.12,9.17,6.26,11.6,8.07,2.93,11.75,9.717,15.134,21.26,10.42,9.5,9.59,10.837,12.03,23.18,10.5442,10.0564,41.12,23.75,11.7863,10.7625,10.0316,15.0079,16.1471,11.9059,8.254,10.0306,8.8694,7.7426,25.72,10.6502,11.1306,9.83,10.27,14.5,28.21,29.64,51.52,10.9299,20.531,71.96,33.33,17.74,14.28,10.78,52.33,18.89,7.07,8.888,7.11,9.54,9.98,11.38,16.68,9.14,20.04,10.636,6.6,11.95,8.2,21.38,8.65,16.12,25.16,8.772,23.32
2016-12-08,5.313,5.327,17.4,6.73,9.61,9.2,13.24,13.46,8.969,16.41,27.26,15.93,9.17,6.26,11.72,8.07,2.94,11.79,9.6715,15.189,21.58,10.45,9.54,9.54,10.929,12.18,23.45,10.5461,10.0582,41.49,24.0,11.8624,10.7634,10.0318,15.008,16.1473,11.906,8.353,9.9613,8.8422,7.7188,25.99,10.643,11.123,9.91,10.198,14.67,28.52,30.04,51.81,10.974,20.774,73.06,33.84,17.74,14.26,10.93,52.81,19.02,7.12,8.933,7.08,9.54,9.98,11.5,16.8,9.14,20.15,10.722,6.63,11.99,8.23,21.27,8.68,16.01,25.83,8.826,23.41
2016-12-09,5.31,5.383,17.33,6.72,9.6,9.19,13.81,13.49,8.933,16.53,27.7,15.9,9.2,6.28,11.74,8.11,2.94,11.81,9.7046,15.217,21.62,10.38,9.53,9.48,10.911,12.22,23.46,10.5566,10.0523,41.53,24.06,11.7671,10.7644,10.032,15.0081,16.1474,11.9061,8.385,9.9772,8.8252,7.684,26.04,10.5591,11.0824,10.01,10.2049,14.72,28.48,30.07,51.72,10.8519,20.814,73.18,33.89,17.54,14.28,10.92,52.86,19.2,7.12,8.934,7.01,9.61,10.0,11.41,16.86,9.17,20.13,10.61,6.62,11.91,8.23,21.51,8.61,15.96,25.96,8.825,23.77
2016-12-12,5.258,5.422,17.37,6.55,9.32,8.94,13.47,13.31,8.686,16.37,27.37,15.95,9.17,6.19,11.57,7.99,2.9,11.75,9.7064,15.021,21.53,10.06,9.43,9.2,10.769,12.16,23.22,10.5448,10.041,41.22,23.86,,10.7672,10.0326,15.0084,16.1478,11.9064,8.298,9.9778,8.8451,7.7013,25.88,,,9.88,10.2196,14.7,28.19,29.91,51.09,,20.717,72.9,33.75,17.87,14.27,10.82,52.52,19.45,7.08,8.967,7.05,9.65,10.01,11.44,16.7,9.21,19.89,10.641,6.64,11.94,8.26,21.49,8.64,15.93,25.74,,23.69
2016-12-13,5.267,5.423,17.22,6.59,9.37,8.98,13.27,13.31,8.734,16.09,27.23,15.91,9.09,6.23,11.59,8.04,2.9,11.78,9.6938,15.034,21.54,10.13,9.43,9.26,10.793,12.17,23.29,10.5363,10.0329,41.33,23.91,11.7639,10.768,10.0328,15.0085,16.1479,11.9065,8.334,9.9606,8.8306,7.6887,25.97,10.5591,11.0824,9.92,10.2111,14.81,28.14,29.98,51.01,10.8648,20.79,73.12,33.86,17.94,14.28,10.84,52.57,19.56,7.06,9.016,7.01,9.69,10.04,11.4,16.7,9.24,19.83,10.615,6.62,11.9,8.23,21.61,8.6,15.89,25.88,8.843,24.02
2016-12-14,5.119,5.388,17.33,6.49,9.36,8.95,13.18,13.2,8.717,15.93,27.01,15.93,9.02,6.22,11.56,8.03,2.88,11.7,9.6882,14.976,21.53,10.02,9.39,9.15,10.757,12.23,23.29,10.5185,10.016,41.39,23.93,11.6716,10.769,10.033,15.0087,16.148,11.9066,8.251,9.931,8.7697,7.6357,25.97,10.4627,10.9812,9.77,10.1989,14.62,28.19,30.06,51.3,10.7721,20.76,73.0,33.82,18.04,14.17,10.96,52.69,19.14,7.12,8.939,7.04,9.6,9.89,11.12,16.72,9.16,19.9,10.347,6.49,11.59,8.08,21.39,8.38,15.67,25.83,8.698,23.64
2016-12-15,5.153,5.372,17.31,6.46,9.32,8.94,12.58,13.14,8.674,15.8,26.45,15.93,9.06,6.19,11.39,7.99,2.86,11.63,9.725,14.794,21.44,10.02,9.33,9.17,10.587,12.22,23.32,10.4998,9.9981,41.38,23.9,11.6161,10.7699,10.0332,15.0088,16.1482,11.9067,8.246,9.9416,8.7546,7.6225,26.02,10.4426,10.9601,9.8,10.2288,14.78,28.23,30.07,51.22,10.711,20.738,72.93,33.79,18.43,14.18,10.98,52.69,19.17,7.12,8.919,6.83,9.61,9.89,11.03,16.78,9.17,19.89,10.253,6.47,11.53,8.05,21.58,8.34,15.62,25.83,8.701,23.88
2016-12-16,5.13,5.426,17.34,6.48,9.32,8.91,12.51,13.16,8.633,15.71,26.35,16.03,9.07,6.18,11.42,7.98,2.88,11.64,9.7386,14.783,21.34,10.1,9.33,9.21,10.565,12.25,23.23,10.5153,10.0129,41.59,24.07,11.6568,10.7709,10.0334,15.0089,16.1483,11.9068,8.252,9.922,8.7334,7.604,25.91,10.4431,10.9606,9.79,10.1916,14.77,28.28,29.89,51.45,10.6968,20.657,72.53,33.59,18.42,14.19,11.04,52.89,19.42,7.18,8.952,6.88,9.66,9.93,11.16,16.83,9.22,19.96,10.321,6.51,11.62,8.1,21.58,8.4,15.69,25.43,8.639,23.84
2016-12-19,5.061,5.398,17.31,6.48,9.27,8.9,12.37,13.13,8.624,15.91,26.24,16.14,9.03,6.16,11.26,7.95,2.86,11.57,9.7402,14.645,21.22,10.03,9.27,9.19,10.465,12.12,22.97,10.5021,10.0004,41.18,23.82,11.6484,10.7738,10.0341,15.0095,16.1489,11.9073,8.202,9.9581,8.7323,7.6031,25.61,10.486,11.0057,9.74,10.2435,14.63,27.83,29.57,50.82,10.7397,20.474,71.81,33.25,18.45,14.2,10.96,52.39,19.44,7.12,8.966,6.92,9.68,9.93,11.17,16.69,9.24,19.72,10.378,6.52,11.69,8.11,21.63,8.45,15.67,25.07,8.593,23.95
2016-12-20,5.119,5.401,17.27,6.45,9.25,8.89,12.14,13.08,8.599,16.14,26.15,16.11,8.99,6.16,11.22,7.95,2.84,11.57,9.7511,14.601,21.25,9.99,9.26,9.16,10.422,12.06,22.98,10.4945,9.9931,40.97,23.73,11.6608,10.7749,10.0344,15.0096,16.149,11.9074,8.171,9.954,8.7308,7.6018,25.6,10.5004,11.0208,9.66,10.2477,14.61,27.79,29.61,50.73,10.7427,20.485,71.87,33.25,18.54,14.23,10.95,52.34,19.66,7.08,8.983,6.86,9.71,9.94,11.18,16.68,9.26,19.69,10.387,6.53,11.71,8.12,21.76,8.47,15.66,25.12,8.513,24.12
